time,value
258.700000,-1.618750
258.800000,-1.625000
258.900000,-1.631250
259.000000,-1.637500
259.100000,-1.643750
259.200000,-1.650000
259.300000,-1.656250
259.400000,-1.662500
259.500000,-1.668750
259.600000,-1.675000
259.700000,-1.681250
259.800000,-1.687500
259.900000,-1.693750
260.000000,-1.700000
260.100000,-1.706250
260.200000,-1.712500
260.300000,-1.718750
260.400000,-1.725000
260.500000,-1.731250
260.600000,-1.737500
260.700000,-1.743750
260.800000,-1.750000
260.900000,-1.756250
261.000000,-1.762500
261.100000,-1.768750
261.200000,-1.775000
261.300000,-1.781250
261.400000,-1.787500
261.500000,-1.793750
261.600000,-1.800000
261.700000,-1.806250
261.800000,-1.812500
261.900000,-1.818750
262.000000,-1.825000
262.100000,-1.831250
262.200000,-1.837500
262.300000,-1.843750
262.400000,-1.850000
262.500000,-1.856250
262.600000,-1.862500
262.700000,-1.868750
262.800000,-1.875000
262.900000,-1.881250
263.000000,-1.887500
263.100000,-1.893750
263.200000,-1.900000
263.300000,-1.906250
263.400000,-1.912500
263.500000,-1.918750
263.600000,-1.925000
263.700000,-1.931250
263.800000,-1.937500
263.900000,-1.943750
264.000000,-1.950000
264.100000,-1.956250
264.200000,-1.962500
264.300000,-1.968750
264.400000,-1.975000
264.500000,-1.981250
264.600000,-1.987500
264.700000,-1.993750
264.800000,-2.000000
264.900000,-2.006250
265.000000,-2.012500
265.100000,-2.018750
265.200000,-2.025000
265.300000,-2.031250
265.400000,-2.037500
265.500000,-2.043750
265.600000,-2.050000
265.700000,-2.056250
265.800000,-2.062500
265.900000,-2.068750
266.000000,-2.075000
266.100000,-2.081250
266.200000,-2.087500
266.300000,-2.093750
266.400000,-2.100000
266.500000,-2.106250
266.600000,-2.112500
266.700000,-2.118750
266.800000,-2.125000
266.900000,-2.131250
267.000000,-2.137500
267.100000,-2.143750
267.200000,-2.150000
267.300000,-2.156250
267.400000,-2.162500
267.500000,-2.168750
267.600000,-2.175000
267.700000,-2.181250
267.800000,-2.187500
267.900000,-2.193750
268.000000,-2.200000
268.100000,-2.206250
268.200000,-2.212500
268.300000,-2.218750
268.400000,-2.225000
268.500000,-2.231250
268.600000,-2.237500
268.700000,-2.243750
268.800000,-2.250000
268.900000,-2.256250
269.000000,-2.262500
269.100000,-2.268750
269.200000,-2.275000
269.300000,-2.281250
269.400000,-2.287500
269.500000,-2.293750
269.600000,-2.300000
269.700000,-2.306250
269.800000,-2.312500
269.900000,-2.318750
270.000000,-2.325000
270.100000,-2.331250
270.200000,-2.337500
270.300000,-2.343750
270.400000,-2.350000
270.500000,-2.356250
270.600000,-2.362500
270.700000,-2.368750
270.800000,-2.375000
270.900000,-2.381250
271.000000,-2.387500
271.100000,-2.393750
271.200000,-2.400000
271.300000,-2.406250
271.400000,-2.412500
271.500000,-2.418750
271.600000,-2.425000
271.700000,-2.431250
271.800000,-2.437500
271.900000,-2.443750
272.000000,-2.450000
272.100000,-2.456250
272.200000,-2.462500
272.300000,-2.468750
272.400000,-2.475000
272.500000,-2.481250
272.600000,-2.487500
272.700000,-2.493750
272.800000,-2.500000
272.900000,-2.506250
273.000000,-2.512500
273.100000,-2.518750
273.200000,-2.525000
273.300000,-2.531250
273.400000,-2.537500
273.500000,-2.543750
273.600000,-2.550000
273.700000,-2.556250
273.800000,-2.562500
273.900000,-2.568750
274.000000,-2.575000
274.100000,-2.581250
274.200000,-2.587500
274.300000,-2.593750
274.400000,-2.600000
274.500000,-2.606250
274.600000,-2.612500
274.700000,-2.618750
274.800000,-2.625000
274.900000,-2.631250
275.000000,-2.637500
275.100000,-2.643750
275.200000,-2.650000
275.300000,-2.656250
275.400000,-2.662500
275.500000,-2.668750
275.600000,-2.675000
275.700000,-2.681250
275.800000,-2.687500
275.900000,-2.693750
276.000000,-2.700000
276.100000,-2.706250
276.200000,-2.712500
276.300000,-2.718750
276.400000,-2.725000
276.500000,-2.731250
276.600000,-2.737500
276.700000,-2.743750
276.800000,-2.750000
276.900000,-2.756250
277.000000,-2.762500
277.100000,-2.768750
277.200000,-2.775000
277.300000,-2.781250
277.400000,-2.787500
277.500000,-2.793750
277.600000,-2.800000
277.700000,-2.806250
277.800000,-2.812500
277.900000,-2.818750
278.000000,-2.825000
278.100000,-2.831250
278.200000,-2.837500
278.300000,-2.843750
278.400000,-2.850000
278.500000,-2.856250
278.600000,-2.862500
278.700000,-2.868750
278.800000,-2.875000
278.900000,-2.881250
279.000000,-2.887500
279.100000,-2.893750
279.200000,-2.900000
279.300000,-2.906250
279.400000,-2.912500
279.500000,-2.918750
279.600000,-2.925000
279.700000,-2.931250
279.800000,-2.937500
279.900000,-2.943750
280.000000,-2.950000
280.100000,-2.956250
280.200000,-2.962500
280.300000,-2.968750
280.400000,-2.975000
280.500000,-2.981250
280.600000,-2.987500
280.700000,-2.993750
280.800000,-3.000000
280.900000,-3.006250
281.000000,-3.012500
281.100000,-3.018750
281.200000,-3.025000
281.300000,-3.031250
281.400000,-3.037500
281.500000,-3.043750
281.600000,-3.050000
281.700000,-3.056250
281.800000,-3.062500
281.900000,-3.068750
282.000000,-3.075000
282.100000,-3.081250
282.200000,-3.087500
282.300000,-3.093750
282.400000,-3.100000
282.500000,-3.106250
282.600000,-3.112500
282.700000,-3.118750
282.800000,-3.125000
282.900000,-3.131250
283.000000,-3.137500
283.100000,-3.143750
283.200000,-3.150000
283.300000,-3.156250
283.400000,-3.162500
283.500000,-3.168750
283.600000,-3.175000
283.700000,-3.181250
283.800000,-3.187500
283.900000,-3.193750
284.000000,-3.200000
284.100000,-3.206250
284.200000,-3.212500
284.300000,-3.218750
284.400000,-3.225000
284.500000,-3.231250
284.600000,-3.237500
284.700000,-3.243750
284.800000,-3.250000
284.900000,-3.256250
285.000000,-3.262500
285.100000,-3.268750
285.200000,-3.275000
285.300000,-3.281250
285.400000,-3.287500
285.500000,-3.293750
285.600000,-3.300000
285.700000,-3.306250
285.800000,-3.312500
285.900000,-3.318750
286.000000,-3.325000
286.100000,-3.331250
286.200000,-3.337500
286.300000,-3.343750
286.400000,-3.350000
286.500000,-3.356250
286.600000,-3.362500
286.700000,-3.368750
286.800000,-3.375000
286.900000,-3.381250
287.000000,-3.387500
287.100000,-3.393750
287.200000,-3.400000
287.300000,-3.406250
287.400000,-3.412500
287.500000,-3.418750
287.600000,-3.425000
287.700000,-3.431250
287.800000,-3.437500
287.900000,-3.443750
288.000000,-3.450000
288.100000,-3.456250
288.200000,-3.462500
288.300000,-3.468750
288.400000,-3.475000
288.500000,-3.481250
288.600000,-3.487500
288.700000,-3.493750
288.800000,-3.500000
288.900000,-3.506250
289.000000,-3.512500
289.100000,-3.518750
289.200000,-3.525000
289.300000,-3.531250
289.400000,-3.537500
289.500000,-3.543750
289.600000,-3.550000
289.700000,-3.556250
289.800000,-3.562500
289.900000,-3.568750
290.000000,-3.575000
290.100000,-3.581250
290.200000,-3.587500
290.300000,-3.593750
290.400000,-3.600000
290.500000,-3.606250
290.600000,-3.612500
290.700000,-3.618750
290.800000,-3.625000
290.900000,-3.631250
291.000000,-3.637500
291.100000,-3.643750
291.200000,-3.650000
291.300000,-3.656250
291.400000,-3.662500
291.500000,-3.668750
291.600000,-3.675000
291.700000,-3.681250
291.800000,-3.687500
291.900000,-3.693750
292.000000,-3.700000
292.100000,-3.706250
292.200000,-3.712500
292.300000,-3.718750
292.400000,-3.725000
292.500000,-3.731250
292.600000,-3.737500
292.700000,-3.743750
292.800000,-3.750000
292.900000,-3.756250
293.000000,-3.762500
293.100000,-3.768750
293.200000,-3.775000
293.300000,-3.781250
293.400000,-3.787500
293.500000,-3.793750
293.600000,-3.800000
293.700000,-3.806250
293.800000,-3.812500
293.900000,-3.818750
294.000000,-3.825000
294.100000,-3.831250
294.200000,-3.837500
294.300000,-3.843750
294.400000,-3.850000
294.500000,-3.856250
294.600000,-3.862500
294.700000,-3.868750
294.800000,-3.875000
294.900000,-3.881250
295.000000,-3.887500
295.100000,-3.893750
295.200000,-3.900000
295.300000,-3.906250
295.400000,-3.912500
295.500000,-3.918750
295.600000,-3.925000
295.700000,-3.931250
295.800000,-3.937500
295.900000,-3.943750
296.000000,-3.950000
296.100000,-3.956250
296.200000,-3.962500
296.300000,-3.968750
296.400000,-3.975000
296.500000,-3.981250
296.600000,-3.987500
296.700000,-3.993750
296.800000,-4.000000
296.900000,-4.006250
297.000000,-4.012500
297.100000,-4.018750
297.200000,-4.025000
297.300000,-4.031250
297.400000,-4.037500
297.500000,-4.043750
297.600000,-4.050000
297.700000,-4.056250
297.800000,-4.062500
297.900000,-4.068750
298.000000,-4.075000
298.100000,-4.081250
298.200000,-4.087500
298.300000,-4.093750
298.400000,-4.100000
298.500000,-4.106250
298.600000,-4.112500
298.700000,-4.118750
298.800000,-4.125000
298.900000,-4.131250
299.000000,-4.137500
299.100000,-4.143750
299.200000,-4.150000
299.300000,-4.156250
299.400000,-4.162500
299.500000,-4.168750
299.600000,-4.175000
299.700000,-4.181250
299.800000,-4.187500
299.900000,-4.193750
300.000000,-4.200000
300.100000,-4.206250
300.200000,-4.212500
300.300000,-4.218750
300.400000,-4.225000
300.500000,-4.231250
300.600000,-4.237500
300.700000,-4.243750
300.800000,-4.250000
300.900000,-4.256250
301.000000,-4.262500
301.100000,-4.268750
301.200000,-4.275000
301.300000,-4.281250
301.400000,-4.287500
301.500000,-4.293750
301.600000,-4.300000
301.700000,-4.306250
301.800000,-4.312500
301.900000,-4.318750
302.000000,-4.325000
302.100000,-4.331250
302.200000,-4.337500
302.300000,-4.343750
302.400000,-4.350000
302.500000,-4.356250
302.600000,-4.362500
302.700000,-4.368750
302.800000,-4.375000
302.900000,-4.381250
303.000000,-4.387500
303.100000,-4.393750
303.200000,-4.400000
303.300000,-4.406250
303.400000,-4.412500
303.500000,-4.418750
303.600000,-4.425000
303.700000,-4.431250
303.800000,-4.437500
303.900000,-4.443750
304.000000,-4.450000
304.100000,-4.456250
304.200000,-4.462500
304.300000,-4.468750
304.400000,-4.475000
304.500000,-4.481250
304.600000,-4.487500
304.700000,-4.493750
304.800000,-4.500000
304.900000,-4.506250
305.000000,-4.512500
305.100000,-4.518750
305.200000,-4.525000
305.300000,-4.531250
305.400000,-4.537500
305.500000,-4.543750
305.600000,-4.550000
305.700000,-4.556250
305.800000,-4.562500
305.900000,-4.568750
306.000000,-4.575000
306.100000,-4.581250
306.200000,-4.587500
306.300000,-4.593750
306.400000,-4.600000
306.500000,-4.606250
306.600000,-4.612500
306.700000,-4.618750
306.800000,-4.625000
306.900000,-4.631250
307.000000,-4.637500
307.100000,-4.643750
307.200000,-4.650000
307.300000,-4.656250
307.400000,-4.662500
307.500000,-4.668750
307.600000,-4.675000
307.700000,-4.681250
307.800000,-4.687500
307.900000,-4.693750
308.000000,-4.700000
308.100000,-4.706250
308.200000,-4.712500
308.300000,-4.718750
308.400000,-4.725000
308.500000,-4.731250
308.600000,-4.737500
308.700000,-4.743750
308.800000,-4.750000
308.900000,-4.756250
309.000000,-4.762500
309.100000,-4.768750
309.200000,-4.775000
309.300000,-4.781250
309.400000,-4.787500
309.500000,-4.793750
309.600000,-4.800000
309.700000,-4.806250
309.800000,-4.812500
309.900000,-4.818750
310.000000,-4.825000
310.100000,-4.831250
310.200000,-4.837500
310.300000,-4.843750
310.400000,-4.850000
310.500000,-4.856250
310.600000,-4.862500
310.700000,-4.868750
310.800000,-4.875000
310.900000,-4.881250
311.000000,-4.887500
311.100000,-4.893750
311.200000,-4.900000
311.300000,-4.906250
311.400000,-4.912500
311.500000,-4.918750
311.600000,-4.925000
311.700000,-4.931250
311.800000,-4.937500
311.900000,-4.943750
312.000000,-4.950000
312.100000,-4.956250
312.200000,-4.962500
312.300000,-4.968750
312.400000,-4.975000
312.500000,-4.981250
312.600000,-4.987500
312.700000,-4.993750
312.800000,-5.000000
312.900000,-5.000000
313.000000,-4.996875
313.100000,-4.993750
313.200000,-4.990625
313.300000,-4.987500
313.400000,-4.984375
313.500000,-4.981250
313.600000,-4.978125
313.700000,-4.975000
313.800000,-4.971875
313.900000,-4.968750
314.000000,-4.965625
314.100000,-4.962500
314.200000,-4.959375
314.300000,-4.956250
314.400000,-4.953125
314.500000,-4.950000
314.600000,-4.946875
314.700000,-4.943750
314.800000,-4.940625
314.900000,-4.937500
315.000000,-4.934375
315.100000,-4.931250
315.200000,-4.928125
315.300000,-4.925000
315.400000,-4.921875
315.500000,-4.918750
315.600000,-4.915625
315.700000,-4.912500
315.800000,-4.909375
315.900000,-4.906250
316.000000,-4.903125
316.100000,-4.900000
316.200000,-4.896875
316.300000,-4.893750
316.400000,-4.890625
316.500000,-4.887500
316.600000,-4.884375
316.700000,-4.881250
316.800000,-4.878125
316.900000,-4.875000
317.000000,-4.871875
317.100000,-4.868750
317.200000,-4.865625
317.300000,-4.862500
317.400000,-4.859375
317.500000,-4.856250
317.600000,-4.853125
317.700000,-4.850000
317.800000,-4.846875
317.900000,-4.843750
318.000000,-4.840625
318.100000,-4.837500
318.200000,-4.834375
318.300000,-4.831250
318.400000,-4.828125
318.500000,-4.825000
318.600000,-4.821875
318.700000,-4.818750
318.800000,-4.815625
318.900000,-4.812500
319.000000,-4.809375
319.100000,-4.806250
319.200000,-4.803125
319.300000,-4.800000
319.400000,-4.796875
319.500000,-4.793750
319.600000,-4.790625
319.700000,-4.787500
319.800000,-4.784375
319.900000,-4.781250
320.000000,-4.778125
320.100000,-4.775000
320.200000,-4.771875
320.300000,-4.768750
320.400000,-4.765625
320.500000,-4.762500
320.600000,-4.759375
320.700000,-4.756250
320.800000,-4.753125
320.900000,-4.750000
321.000000,-4.746875
321.100000,-4.743750
321.200000,-4.740625
321.300000,-4.737500
321.400000,-4.734375
321.500000,-4.731250
321.600000,-4.728125
321.700000,-4.725000
321.800000,-4.721875
321.900000,-4.718750
322.000000,-4.715625
322.100000,-4.712500
322.200000,-4.709375
322.300000,-4.706250
322.400000,-4.703125
322.500000,-4.700000
322.600000,-4.696875
322.700000,-4.693750
322.800000,-4.690625
322.900000,-4.687500
323.000000,-4.684375
323.100000,-4.681250
323.200000,-4.678125
323.300000,-4.675000
323.400000,-4.671875
323.500000,-4.668750
323.600000,-4.665625
323.700000,-4.662500
323.800000,-4.659375
323.900000,-4.656250
324.000000,-4.653125
324.100000,-4.650000
324.200000,-4.646875
324.300000,-4.643750
324.400000,-4.640625
324.500000,-4.637500
324.600000,-4.634375
324.700000,-4.631250
324.800000,-4.628125
324.900000,-4.625000
325.000000,-4.621875
325.100000,-4.618750
325.200000,-4.615625
325.300000,-4.612500
325.400000,-4.609375
325.500000,-4.606250
325.600000,-4.603125
325.700000,-4.600000
325.800000,-4.596875
325.900000,-4.593750
326.000000,-4.590625
326.100000,-4.587500
326.200000,-4.584375
326.300000,-4.581250
326.400000,-4.578125
326.500000,-4.575000
326.600000,-4.571875
326.700000,-4.568750
326.800000,-4.565625
326.900000,-4.562500
327.000000,-4.559375
327.100000,-4.556250
327.200000,-4.553125
327.300000,-4.550000
327.400000,-4.546875
327.500000,-4.543750
327.600000,-4.540625
327.700000,-4.537500
327.800000,-4.534375
327.900000,-4.531250
328.000000,-4.528125
328.100000,-4.525000
328.200000,-4.521875
328.300000,-4.518750
328.400000,-4.515625
328.500000,-4.512500
328.600000,-4.509375
328.700000,-4.506250
328.800000,-4.503125
328.900000,-4.500000
329.000000,-4.496875
329.100000,-4.493750
329.200000,-4.490625
329.300000,-4.487500
329.400000,-4.484375
329.500000,-4.481250
329.600000,-4.478125
329.700000,-4.475000
329.800000,-4.471875
329.900000,-4.468750
330.000000,-4.465625
330.100000,-4.462500
330.200000,-4.459375
330.300000,-4.456250
330.400000,-4.453125
330.500000,-4.450000
330.600000,-4.446875
330.700000,-4.443750
330.800000,-4.440625
330.900000,-4.437500
331.000000,-4.434375
331.100000,-4.431250
331.200000,-4.428125
331.300000,-4.425000
331.400000,-4.421875
331.500000,-4.418750
331.600000,-4.415625
331.700000,-4.412500
331.800000,-4.409375
331.900000,-4.406250
332.000000,-4.403125
332.100000,-4.400000
332.200000,-4.396875
332.300000,-4.393750
332.400000,-4.390625
332.500000,-4.387500
332.600000,-4.384375
332.700000,-4.381250
332.800000,-4.378125
332.900000,-4.375000
333.000000,-4.371875
333.100000,-4.368750
333.200000,-4.365625
333.300000,-4.362500
333.400000,-4.359375
333.500000,-4.356250
333.600000,-4.353125
333.700000,-4.350000
333.800000,-4.346875
333.900000,-4.343750
334.000000,-4.340625
334.100000,-4.337500
334.200000,-4.334375
334.300000,-4.331250
334.400000,-4.328125
334.500000,-4.325000
334.600000,-4.321875
334.700000,-4.318750
334.800000,-4.315625
334.900000,-4.312500
335.000000,-4.309375
335.100000,-4.306250
335.200000,-4.303125
335.300000,-4.300000
335.400000,-4.296875
335.500000,-4.293750
335.600000,-4.290625
335.700000,-4.287500
335.800000,-4.284375
335.900000,-4.281250
336.000000,-4.278125
336.100000,-4.275000
336.200000,-4.271875
336.300000,-4.268750
336.400000,-4.265625
336.500000,-4.262500
336.600000,-4.259375
336.700000,-4.256250
336.800000,-4.253125
336.900000,-4.250000
337.000000,-4.246875
337.100000,-4.243750
337.200000,-4.240625
337.300000,-4.237500
337.400000,-4.234375
337.500000,-4.231250
337.600000,-4.228125
337.700000,-4.225000
337.800000,-4.221875
337.900000,-4.218750
338.000000,-4.215625
338.100000,-4.212500
338.200000,-4.209375
338.300000,-4.206250
338.400000,-4.203125
338.500000,-4.200000
338.600000,-4.196875
338.700000,-4.193750
338.800000,-4.190625
338.900000,-4.187500
339.000000,-4.184375
339.100000,-4.181250
339.200000,-4.178125
339.300000,-4.175000
339.400000,-4.171875
339.500000,-4.168750
339.600000,-4.165625
339.700000,-4.162500
339.800000,-4.159375
339.900000,-4.156250
340.000000,-4.153125
340.100000,-4.150000
340.200000,-4.146875
340.300000,-4.143750
340.400000,-4.140625
340.500000,-4.137500
340.600000,-4.134375
340.700000,-4.131250
340.800000,-4.128125
340.900000,-4.125000
341.000000,-4.121875
341.100000,-4.118750
341.200000,-4.115625
341.300000,-4.112500
341.400000,-4.109375
341.500000,-4.106250
341.600000,-4.103125
341.700000,-4.100000
341.800000,-4.096875
341.900000,-4.093750
342.000000,-4.090625
342.100000,-4.087500
342.200000,-4.084375
342.300000,-4.081250
342.400000,-4.078125
342.500000,-4.075000
342.600000,-4.071875
342.700000,-4.068750
342.800000,-4.065625
342.900000,-4.062500
343.000000,-4.059375
343.100000,-4.056250
343.200000,-4.053125
343.300000,-4.050000
343.400000,-4.046875
343.500000,-4.043750
343.600000,-4.040625
343.700000,-4.037500
343.800000,-4.034375
343.900000,-4.031250
344.000000,-4.028125
344.100000,-4.025000
344.200000,-4.021875
344.300000,-4.018750
344.400000,-4.015625
344.500000,-4.012500
344.600000,-4.009375
344.700000,-4.006250
344.800000,-4.003125
344.900000,-4.000000
345.000000,-3.996875
345.100000,-3.993750
345.200000,-3.990625
345.300000,-3.987500
345.400000,-3.984375
345.500000,-3.981250
345.600000,-3.978125
345.700000,-3.975000
345.800000,-3.971875
345.900000,-3.968750
346.000000,-3.965625
346.100000,-3.962500
346.200000,-3.959375
346.300000,-3.956250
346.400000,-3.953125
346.500000,-3.950000
346.600000,-3.946875
346.700000,-3.943750
346.800000,-3.940625
346.900000,-3.937500
347.000000,-3.934375
347.100000,-3.931250
347.200000,-3.928125
347.300000,-3.925000
347.400000,-3.921875
347.500000,-3.918750
347.600000,-3.915625
347.700000,-3.912500
347.800000,-3.909375
347.900000,-3.906250
348.000000,-3.903125
348.100000,-3.900000
348.200000,-3.896875
348.300000,-3.893750
348.400000,-3.890625
348.500000,-3.887500
348.600000,-3.884375
348.700000,-3.881250
348.800000,-3.878125
348.900000,-3.875000
349.000000,-3.871875
349.100000,-3.868750
349.200000,-3.865625
349.300000,-3.862500
349.400000,-3.859375
349.500000,-3.856250
349.600000,-3.853125
349.700000,-3.850000
349.800000,-3.846875
349.900000,-3.843750
350.000000,-3.840625
350.100000,-3.837500
350.200000,-3.834375
350.300000,-3.831250
350.400000,-3.828125
350.500000,-3.825000
350.600000,-3.821875
350.700000,-3.818750
350.800000,-3.815625
350.900000,-3.812500
351.000000,-3.809375
351.100000,-3.806250
351.200000,-3.803125
351.300000,-3.800000
351.400000,-3.796875
351.500000,-3.793750
351.600000,-3.790625
351.700000,-3.787500
351.800000,-3.784375
351.900000,-3.781250
352.000000,-3.778125
352.100000,-3.775000
352.200000,-3.771875
352.300000,-3.768750
352.400000,-3.765625
352.500000,-3.762500
352.600000,-3.759375
352.700000,-3.756250
352.800000,-3.753125
352.900000,-3.750000
353.000000,-3.746875
353.100000,-3.743750
353.200000,-3.740625
353.300000,-3.737500
353.400000,-3.734375
353.500000,-3.731250
353.600000,-3.728125
353.700000,-3.725000
353.800000,-3.721875
353.900000,-3.718750
354.000000,-3.715625
354.100000,-3.712500
354.200000,-3.709375
354.300000,-3.706250
354.400000,-3.703125
354.500000,-3.700000
354.600000,-3.696875
354.700000,-3.693750
354.800000,-3.690625
354.900000,-3.687500
355.000000,-3.684375
355.100000,-3.681250
355.200000,-3.678125
355.300000,-3.675000
355.400000,-3.671875
355.500000,-3.668750
355.600000,-3.665625
355.700000,-3.662500
355.800000,-3.659375
355.900000,-3.656250
356.000000,-3.653125
356.100000,-3.650000
356.200000,-3.646875
356.300000,-3.643750
356.400000,-3.640625
356.500000,-3.637500
356.600000,-3.634375
356.700000,-3.631250
356.800000,-3.628125
356.900000,-3.625000
357.000000,-3.621875
357.100000,-3.618750
357.200000,-3.615625
357.300000,-3.612500
357.400000,-3.609375
357.500000,-3.606250
357.600000,-3.603125
357.700000,-3.600000
357.800000,-3.596875
357.900000,-3.593750
358.000000,-3.590625
358.100000,-3.587500
358.200000,-3.584375
358.300000,-3.581250
358.400000,-3.578125
358.500000,-3.575000
358.600000,-3.571875
358.700000,-3.568750
358.800000,-3.565625
358.900000,-3.562500
359.000000,-3.559375
359.100000,-3.556250
359.200000,-3.553125
359.300000,-3.550000
359.400000,-3.546875
359.500000,-3.543750
359.600000,-3.540625
359.700000,-3.537500
359.800000,-3.534375
359.900000,-3.531250
360.000000,-3.528125
360.100000,-3.525000
360.200000,-3.521875
360.300000,-3.518750
360.400000,-3.515625
360.500000,-3.512500
360.600000,-3.509375
360.700000,-3.506250
360.800000,-3.503125
360.900000,-3.500000
361.000000,-3.496875
361.100000,-3.493750
361.200000,-3.490625
361.300000,-3.487500
361.400000,-3.484375
361.500000,-3.481250
361.600000,-3.478125
361.700000,-3.475000
361.800000,-3.471875
361.900000,-3.468750
362.000000,-3.465625
362.100000,-3.462500
362.200000,-3.459375
362.300000,-3.456250
362.400000,-3.453125
362.500000,-3.450000
362.600000,-3.446875
362.700000,-3.443750
362.800000,-3.440625
362.900000,-3.437500
363.000000,-3.434375
363.100000,-3.431250
363.200000,-3.428125
363.300000,-3.425000
363.400000,-3.421875
363.500000,-3.418750
363.600000,-3.415625
363.700000,-3.412500
363.800000,-3.409375
363.900000,-3.406250
364.000000,-3.403125
364.100000,-3.400000
364.200000,-3.396875
364.300000,-3.393750
364.400000,-3.390625
364.500000,-3.387500
364.600000,-3.384375
364.700000,-3.381250
364.800000,-3.378125
364.900000,-3.375000
365.000000,-3.371875
365.100000,-3.368750
365.200000,-3.365625
365.300000,-3.362500
365.400000,-3.359375
365.500000,-3.356250
365.600000,-3.353125
365.700000,-3.350000
365.800000,-3.346875
365.900000,-3.343750
366.000000,-3.340625
366.100000,-3.337500
366.200000,-3.334375
366.300000,-3.331250
366.400000,-3.328125
366.500000,-3.325000
366.600000,-3.321875
366.700000,-3.318750
366.800000,-3.315625
366.900000,-3.312500
367.000000,-3.309375
367.100000,-3.306250
367.200000,-3.303125
367.300000,-3.300000
367.400000,-3.296875
367.500000,-3.293750
367.600000,-3.290625
367.700000,-3.287500
367.800000,-3.284375
367.900000,-3.281250
368.000000,-3.278125
368.100000,-3.275000
368.200000,-3.271875
368.300000,-3.268750
368.400000,-3.265625
368.500000,-3.262500
368.600000,-3.259375
368.700000,-3.256250
368.800000,-3.253125
368.900000,-3.250000
369.000000,-3.246875
369.100000,-3.243750
369.200000,-3.240625
369.300000,-3.237500
369.400000,-3.234375
369.500000,-3.231250
369.600000,-3.228125
369.700000,-3.225000
369.800000,-3.221875
369.900000,-3.218750
370.000000,-3.215625
370.100000,-3.212500
370.200000,-3.209375
370.300000,-3.206250
370.400000,-3.203125
370.500000,-3.200000
370.600000,-3.196875
370.700000,-3.193750
370.800000,-3.190625
370.900000,-3.187500
371.000000,-3.184375
371.100000,-3.181250
371.200000,-3.178125
371.300000,-3.175000
371.400000,-3.171875
371.500000,-3.168750
371.600000,-3.165625
371.700000,-3.162500
371.800000,-3.159375
371.900000,-3.156250
372.000000,-3.153125
372.100000,-3.150000
372.200000,-3.146875
372.300000,-3.143750
372.400000,-3.140625
372.500000,-3.137500
372.600000,-3.134375
372.700000,-3.131250
372.800000,-3.128125
372.900000,-3.125000
373.000000,-3.121875
373.100000,-3.118750
373.200000,-3.115625
373.300000,-3.112500
373.400000,-3.109375
373.500000,-3.106250
373.600000,-3.103125
373.700000,-3.100000
373.800000,-3.096875
373.900000,-3.093750
374.000000,-3.090625
374.100000,-3.087500
374.200000,-3.084375
374.300000,-3.081250
374.400000,-3.078125
374.500000,-3.075000
374.600000,-3.071875
374.700000,-3.068750
374.800000,-3.065625
374.900000,-3.062500
375.000000,-3.059375
375.100000,-3.056250
375.200000,-3.053125
375.300000,-3.050000
375.400000,-3.046875
375.500000,-3.043750
375.600000,-3.040625
375.700000,-3.037500
375.800000,-3.034375
375.900000,-3.031250
376.000000,-3.028125
376.100000,-3.025000
376.200000,-3.021875
376.300000,-3.018750
376.400000,-3.015625
376.500000,-3.012500
376.600000,-3.009375
376.700000,-3.006250
376.800000,-3.003125
376.900000,-3.000000
377.000000,-2.996875
377.100000,-2.993750
377.200000,-2.990625
377.300000,-2.987500
377.400000,-2.984375
377.500000,-2.981250
377.600000,-2.978125
377.700000,-2.975000
377.800000,-2.971875
377.900000,-2.968750
378.000000,-2.965625
378.100000,-2.962500
378.200000,-2.959375
378.300000,-2.956250
378.400000,-2.953125
378.500000,-2.950000
378.600000,-2.946875
378.700000,-2.943750
378.800000,-2.940625
378.900000,-2.937500
379.000000,-2.934375
379.100000,-2.931250
379.200000,-2.928125
379.300000,-2.925000
379.400000,-2.921875
379.500000,-2.918750
379.600000,-2.915625
379.700000,-2.912500
379.800000,-2.909375
379.900000,-2.906250
380.000000,-2.903125
380.100000,-2.900000
380.200000,-2.896875
380.300000,-2.893750
380.400000,-2.890625
380.500000,-2.887500
380.600000,-2.884375
380.700000,-2.881250
380.800000,-2.878125
380.900000,-2.875000
381.000000,-2.871875
381.100000,-2.868750
381.200000,-2.865625
381.300000,-2.862500
381.400000,-2.859375
381.500000,-2.856250
381.600000,-2.853125
381.700000,-2.850000
381.800000,-2.846875
381.900000,-2.843750
382.000000,-2.840625
382.100000,-2.837500
382.200000,-2.834375
382.300000,-2.831250
382.400000,-2.828125
382.500000,-2.825000
382.600000,-2.821875
382.700000,-2.818750
382.800000,-2.815625
382.900000,-2.812500
383.000000,-2.809375
383.100000,-2.806250
383.200000,-2.803125
383.300000,-2.800000
383.400000,-2.796875
383.500000,-2.793750
383.600000,-2.790625
383.700000,-2.787500
383.800000,-2.784375
383.900000,-2.781250
384.000000,-2.778125
384.100000,-2.775000
384.200000,-2.771875
384.300000,-2.768750
384.400000,-2.765625
384.500000,-2.762500
384.600000,-2.759375
384.700000,-2.756250
384.800000,-2.753125
384.900000,-2.750000
385.000000,-2.746875
385.100000,-2.743750
385.200000,-2.740625
385.300000,-2.737500
385.400000,-2.734375
385.500000,-2.731250
385.600000,-2.728125
385.700000,-2.725000
385.800000,-2.721875
