time,value
16.700000,-3.000000
16.800000,-2.950000
16.900000,-2.900000
17.000000,-2.850000
17.100000,-2.800000
17.200000,-2.750000
17.300000,-2.700000
17.400000,-2.650000
17.500000,-2.600000
17.600000,-2.550000
17.700000,-2.500000
17.800000,-2.450000
17.900000,-2.400000
18.000000,-2.350000
18.100000,-2.300000
18.200000,-2.250000
18.300000,-2.200000
18.400000,-2.150000
18.500000,-2.100000
18.600000,-2.050000
18.700000,-2.000000
18.800000,-1.950000
18.900000,-1.900000
19.000000,-1.850000
19.100000,-1.800000
19.200000,-1.750000
19.300000,-1.700000
19.400000,-1.650000
19.500000,-1.600000
19.600000,-1.550000
19.700000,-1.500000
19.800000,-1.450000
19.900000,-1.400000
20.000000,-1.350000
20.100000,-1.300000
20.200000,-1.250000
20.300000,-1.200000
20.400000,-1.150000
20.500000,-1.100000
20.600000,-1.050000
20.700000,-1.000000
20.800000,-0.950000
20.900000,-0.900000
21.000000,-0.850000
21.100000,-0.800000
21.200000,-0.750000
21.300000,-0.700000
21.400000,-0.650000
21.500000,-0.600000
21.600000,-0.550000
21.700000,-0.500000
21.800000,-0.450000
21.900000,-0.400000
22.000000,-0.350000
22.100000,-0.300000
22.200000,-0.250000
22.300000,-0.200000
22.400000,-0.150000
22.500000,-0.100000
22.600000,-0.050000
22.700000,0.000000
22.800000,0.050000
22.900000,0.100000
23.000000,0.150000
23.100000,0.200000
23.200000,0.250000
23.300000,0.300000
23.400000,0.350000
23.500000,0.400000
23.600000,0.450000
23.700000,0.500000
23.800000,0.550000
23.900000,0.600000
24.000000,0.650000
24.100000,0.700000
24.200000,0.750000
24.300000,0.800000
24.400000,0.850000
24.500000,0.900000
24.600000,0.950000
24.700000,1.000000
24.800000,1.050000
24.900000,1.100000
25.000000,1.150000
25.100000,1.200000
25.200000,1.250000
25.300000,1.300000
25.400000,1.350000
25.500000,1.400000
25.600000,1.450000
25.700000,1.500000
25.800000,1.550000
25.900000,1.600000
26.000000,1.650000
26.100000,1.700000
26.200000,1.750000
26.300000,1.800000
26.400000,1.850000
26.500000,1.900000
26.600000,1.950000
26.700000,2.000000
26.800000,2.050000
26.900000,2.100000
27.000000,2.150000
27.100000,2.200000
27.200000,2.250000
27.300000,2.300000
27.400000,2.350000
27.500000,2.400000
27.600000,2.450000
27.700000,2.500000
27.800000,2.550000
27.900000,2.600000
28.000000,2.650000
28.100000,2.700000
28.200000,2.750000
28.300000,2.800000
28.400000,2.850000
28.500000,2.900000
28.600000,2.950000
28.700000,3.000000
28.800000,3.050000
28.900000,3.100000
29.000000,3.150000
29.100000,3.200000
29.200000,3.250000
29.300000,3.300000
29.400000,3.350000
29.500000,3.400000
29.600000,3.450000
29.700000,3.500000
29.800000,3.550000
29.900000,3.600000
30.000000,3.650000
30.100000,3.700000
30.200000,3.750000
30.300000,3.800000
30.400000,3.850000
30.500000,3.900000
30.600000,3.950000
30.700000,4.000000
30.800000,4.050000
30.900000,4.100000
31.000000,4.150000
31.100000,4.200000
31.200000,4.250000
31.300000,4.300000
31.400000,4.350000
31.500000,4.400000
31.600000,4.450000
31.700000,4.500000
31.800000,4.550000
31.900000,4.600000
32.000000,4.650000
32.100000,4.700000
32.200000,4.750000
32.300000,4.800000
32.400000,4.850000
32.500000,4.900000
32.600000,4.950000
32.700000,5.000000
32.800000,4.975000
32.900000,4.950000
33.000000,4.925000
33.100000,4.900000
33.200000,4.875000
33.300000,4.850000
33.400000,4.825000
33.500000,4.800000
33.600000,4.775000
33.700000,4.750000
33.800000,4.725000
33.900000,4.700000
34.000000,4.675000
34.100000,4.650000
34.200000,4.625000
34.300000,4.600000
34.400000,4.575000
34.500000,4.550000
34.600000,4.525000
34.700000,4.500000
34.800000,4.475000
34.900000,4.450000
35.000000,4.425000
35.100000,4.400000
35.200000,4.375000
35.300000,4.350000
35.400000,4.325000
35.500000,4.300000
35.600000,4.275000
35.700000,4.250000
35.800000,4.225000
35.900000,4.200000
36.000000,4.175000
36.100000,4.150000
36.200000,4.125000
36.300000,4.100000
36.400000,4.075000
36.500000,4.050000
36.600000,4.025000
36.700000,4.000000
36.800000,3.975000
36.900000,3.950000
37.000000,3.925000
37.100000,3.900000
37.200000,3.875000
37.300000,3.850000
37.400000,3.825000
37.500000,3.800000
37.600000,3.775000
37.700000,3.750000
37.800000,3.725000
37.900000,3.700000
38.000000,3.675000
38.100000,3.650000
38.200000,3.625000
38.300000,3.600000
38.400000,3.575000
38.500000,3.550000
38.600000,3.525000
38.700000,3.500000
38.800000,3.475000
38.900000,3.450000
39.000000,3.425000
39.100000,3.400000
39.200000,3.375000
39.300000,3.350000
39.400000,3.325000
39.500000,3.300000
39.600000,3.275000
39.700000,3.250000
39.800000,3.225000
39.900000,3.200000
40.000000,3.175000
40.100000,3.150000
40.200000,3.125000
40.300000,3.100000
40.400000,3.075000
40.500000,3.050000
40.600000,3.025000
40.700000,3.000000
40.800000,2.975000
40.900000,2.950000
41.000000,2.925000
41.100000,2.900000
41.200000,2.875000
41.300000,2.850000
41.400000,2.825000
41.500000,2.800000
41.600000,2.775000
41.700000,2.750000
41.800000,2.725000
41.900000,2.700000
42.000000,2.675000
42.100000,2.650000
42.200000,2.625000
42.300000,2.600000
42.400000,2.575000
42.500000,2.550000
42.600000,2.525000
42.700000,2.500000
42.800000,2.475000
42.900000,2.450000
43.000000,2.425000
43.100000,2.400000
43.200000,2.375000
43.300000,2.350000
43.400000,2.325000
43.500000,2.300000
43.600000,2.275000
43.700000,2.250000
43.800000,2.225000
43.900000,2.200000
44.000000,2.175000
44.100000,2.150000
44.200000,2.125000
44.300000,2.100000
44.400000,2.075000
44.500000,2.050000
44.600000,2.025000
44.700000,2.000000
44.800000,1.975000
44.900000,1.950000
45.000000,1.925000
45.100000,1.900000
45.200000,1.875000
45.300000,1.850000
45.400000,1.825000
45.500000,1.800000
45.600000,1.775000
45.700000,1.750000
45.800000,1.725000
45.900000,1.700000
46.000000,1.675000
46.100000,1.650000
46.200000,1.625000
46.300000,1.600000
46.400000,1.575000
46.500000,1.550000
46.600000,1.525000
46.700000,1.500000
46.800000,1.475000
46.900000,1.450000
47.000000,1.425000
47.100000,1.400000
47.200000,1.375000
47.300000,1.350000
47.400000,1.325000
47.500000,1.300000
47.600000,1.275000
47.700000,1.250000
47.800000,1.225000
47.900000,1.200000
48.000000,1.175000
48.100000,1.150000
48.200000,1.125000
48.300000,1.100000
48.400000,1.075000
48.500000,1.050000
48.600000,1.025000
48.700000,1.000000
48.800000,0.975000
48.900000,0.950000
49.000000,0.925000
49.100000,0.900000
49.200000,0.875000
49.300000,0.850000
49.400000,0.825000
49.500000,0.800000
49.600000,0.775000
49.700000,0.750000
49.800000,0.725000
49.900000,0.700000
50.000000,0.675000
50.100000,0.650000
50.200000,0.625000
50.300000,0.600000
50.400000,0.575000
50.500000,0.550000
50.600000,0.525000
50.700000,0.500000
50.800000,0.475000
50.900000,0.450000
51.000000,0.425000
51.100000,0.400000
51.200000,0.375000
51.300000,0.350000
51.400000,0.325000
51.500000,0.300000
51.600000,0.275000
51.700000,0.250000
51.800000,0.225000
51.900000,0.200000
52.000000,0.175000
52.100000,0.150000
52.200000,0.125000
52.300000,0.100000
52.400000,0.075000
52.500000,0.050000
52.600000,0.025000
52.700000,-0.000000
52.800000,-0.025000
52.900000,-0.050000
53.000000,-0.075000
53.100000,-0.100000
53.200000,-0.125000
53.300000,-0.150000
53.400000,-0.175000
53.500000,-0.200000
53.600000,-0.225000
53.700000,-0.250000
53.800000,-0.275000
53.900000,-0.300000
54.000000,-0.325000
54.100000,-0.350000
54.200000,-0.375000
54.300000,-0.400000
54.400000,-0.425000
54.500000,-0.450000
54.600000,-0.475000
54.700000,-0.500000
54.800000,-0.525000
54.900000,-0.550000
55.000000,-0.575000
55.100000,-0.600000
55.200000,-0.625000
55.300000,-0.650000
55.400000,-0.675000
55.500000,-0.700000
55.600000,-0.725000
55.700000,-0.750000
55.800000,-0.775000
55.900000,-0.800000
56.000000,-0.825000
56.100000,-0.850000
56.200000,-0.875000
56.300000,-0.900000
56.400000,-0.925000
56.500000,-0.950000
56.600000,-0.975000
56.700000,-1.000000
56.800000,-1.025000
56.900000,-1.050000
57.000000,-1.075000
57.100000,-1.100000
57.200000,-1.125000
57.300000,-1.150000
57.400000,-1.175000
57.500000,-1.200000
57.600000,-1.225000
57.700000,-1.250000
57.800000,-1.275000
57.900000,-1.300000
58.000000,-1.325000
58.100000,-1.350000
58.200000,-1.375000
58.300000,-1.400000
58.400000,-1.425000
58.500000,-1.450000
58.600000,-1.475000
58.700000,-1.500000
58.800000,-1.525000
58.900000,-1.550000
59.000000,-1.575000
59.100000,-1.600000
59.200000,-1.625000
59.300000,-1.650000
59.400000,-1.675000
59.500000,-1.700000
59.600000,-1.725000
59.700000,-1.750000
59.800000,-1.775000
59.900000,-1.800000
60.000000,-1.825000
60.100000,-1.850000
60.200000,-1.875000
60.300000,-1.900000
60.400000,-1.925000
60.500000,-1.950000
60.600000,-1.975000
60.700000,-2.000000
60.800000,-2.025000
60.900000,-2.050000
61.000000,-2.075000
61.100000,-2.100000
61.200000,-2.125000
61.300000,-2.150000
61.400000,-2.175000
61.500000,-2.200000
61.600000,-2.225000
61.700000,-2.250000
61.800000,-2.275000
61.900000,-2.300000
62.000000,-2.325000
62.100000,-2.350000
62.200000,-2.375000
62.300000,-2.400000
62.400000,-2.425000
62.500000,-2.450000
62.600000,-2.475000
62.700000,-2.500000
62.800000,-2.525000
62.900000,-2.550000
63.000000,-2.575000
63.100000,-2.600000
63.200000,-2.625000
63.300000,-2.650000
63.400000,-2.675000
63.500000,-2.700000
63.600000,-2.725000
63.700000,-2.750000
63.800000,-2.775000
63.900000,-2.800000
64.000000,-2.825000
64.100000,-2.850000
64.200000,-2.875000
64.300000,-2.900000
64.400000,-2.925000
64.500000,-2.950000
64.600000,-2.975000
64.700000,-3.000000
64.800000,-3.025000
64.900000,-3.050000
65.000000,-3.075000
65.100000,-3.100000
65.200000,-3.125000
65.300000,-3.150000
65.400000,-3.175000
65.500000,-3.200000
65.600000,-3.225000
65.700000,-3.250000
65.800000,-3.275000
65.900000,-3.300000
66.000000,-3.325000
66.100000,-3.350000
66.200000,-3.375000
66.300000,-3.400000
66.400000,-3.425000
66.500000,-3.450000
66.600000,-3.475000
66.700000,-3.500000
66.800000,-3.525000
66.900000,-3.550000
67.000000,-3.575000
67.100000,-3.600000
67.200000,-3.625000
67.300000,-3.650000
67.400000,-3.675000
67.500000,-3.700000
67.600000,-3.725000
67.700000,-3.750000
67.800000,-3.775000
67.900000,-3.800000
68.000000,-3.825000
68.100000,-3.850000
68.200000,-3.875000
68.300000,-3.900000
68.400000,-3.925000
68.500000,-3.950000
68.600000,-3.975000
68.700000,-4.000000
68.800000,-4.025000
68.900000,-4.050000
69.000000,-4.075000
69.100000,-4.100000
69.200000,-4.125000
69.300000,-4.150000
69.400000,-4.175000
69.500000,-4.200000
69.600000,-4.225000
69.700000,-4.250000
69.800000,-4.275000
69.900000,-4.300000
70.000000,-4.325000
70.100000,-4.350000
70.200000,-4.375000
70.300000,-4.400000
70.400000,-4.425000
70.500000,-4.450000
70.600000,-4.475000
70.700000,-4.500000
70.800000,-4.525000
70.900000,-4.550000
71.000000,-4.575000
71.100000,-4.600000
71.200000,-4.625000
71.300000,-4.650000
71.400000,-4.675000
71.500000,-4.700000
71.600000,-4.725000
71.700000,-4.750000
71.800000,-4.775000
71.900000,-4.800000
72.000000,-4.825000
72.100000,-4.850000
72.200000,-4.875000
72.300000,-4.900000
72.400000,-4.925000
72.500000,-4.950000
72.600000,-4.975000
72.700000,-5.000000
72.800000,-4.987500
72.900000,-4.975000
73.000000,-4.962500
73.100000,-4.950000
73.200000,-4.937500
73.300000,-4.925000
73.400000,-4.912500
73.500000,-4.900000
73.600000,-4.887500
73.700000,-4.875000
73.800000,-4.862500
73.900000,-4.850000
74.000000,-4.837500
74.100000,-4.825000
74.200000,-4.812500
74.300000,-4.800000
74.400000,-4.787500
74.500000,-4.775000
74.600000,-4.762500
74.700000,-4.750000
74.800000,-4.737500
74.900000,-4.725000
75.000000,-4.712500
75.100000,-4.700000
75.200000,-4.687500
75.300000,-4.675000
75.400000,-4.662500
75.500000,-4.650000
75.600000,-4.637500
75.700000,-4.625000
75.800000,-4.612500
75.900000,-4.600000
76.000000,-4.587500
76.100000,-4.575000
76.200000,-4.562500
76.300000,-4.550000
76.400000,-4.537500
76.500000,-4.525000
76.600000,-4.512500
76.700000,-4.500000
76.800000,-4.487500
76.900000,-4.475000
77.000000,-4.462500
77.100000,-4.450000
77.200000,-4.437500
77.300000,-4.425000
77.400000,-4.412500
77.500000,-4.400000
77.600000,-4.387500
77.700000,-4.375000
77.800000,-4.362500
77.900000,-4.350000
78.000000,-4.337500
78.100000,-4.325000
78.200000,-4.312500
78.300000,-4.300000
78.400000,-4.287500
78.500000,-4.275000
78.600000,-4.262500
78.700000,-4.250000
78.800000,-4.237500
78.900000,-4.225000
79.000000,-4.212500
79.100000,-4.200000
79.200000,-4.187500
79.300000,-4.175000
79.400000,-4.162500
79.500000,-4.150000
79.600000,-4.137500
79.700000,-4.125000
79.800000,-4.112500
79.900000,-4.100000
80.000000,-4.087500
80.100000,-4.075000
80.200000,-4.062500
80.300000,-4.050000
80.400000,-4.037500
80.500000,-4.025000
80.600000,-4.012500
80.700000,-4.000000
80.800000,-3.987500
80.900000,-3.975000
81.000000,-3.962500
81.100000,-3.950000
81.200000,-3.937500
81.300000,-3.925000
81.400000,-3.912500
81.500000,-3.900000
81.600000,-3.887500
81.700000,-3.875000
81.800000,-3.862500
81.900000,-3.850000
82.000000,-3.837500
82.100000,-3.825000
82.200000,-3.812500
82.300000,-3.800000
82.400000,-3.787500
82.500000,-3.775000
82.600000,-3.762500
82.700000,-3.750000
82.800000,-3.737500
82.900000,-3.725000
83.000000,-3.712500
83.100000,-3.700000
83.200000,-3.687500
83.300000,-3.675000
83.400000,-3.662500
83.500000,-3.650000
83.600000,-3.637500
83.700000,-3.625000
83.800000,-3.612500
83.900000,-3.600000
84.000000,-3.587500
84.100000,-3.575000
84.200000,-3.562500
84.300000,-3.550000
84.400000,-3.537500
84.500000,-3.525000
84.600000,-3.512500
84.700000,-3.500000
84.800000,-3.487500
84.900000,-3.475000
85.000000,-3.462500
85.100000,-3.450000
85.200000,-3.437500
85.300000,-3.425000
85.400000,-3.412500
85.500000,-3.400000
85.600000,-3.387500
85.700000,-3.375000
85.800000,-3.362500
85.900000,-3.350000
86.000000,-3.337500
86.100000,-3.325000
86.200000,-3.312500
86.300000,-3.300000
86.400000,-3.287500
86.500000,-3.275000
86.600000,-3.262500
86.700000,-3.250000
86.800000,-3.237500
86.900000,-3.225000
87.000000,-3.212500
87.100000,-3.200000
87.200000,-3.187500
87.300000,-3.175000
87.400000,-3.162500
87.500000,-3.150000
87.600000,-3.137500
87.700000,-3.125000
87.800000,-3.112500
87.900000,-3.100000
88.000000,-3.087500
88.100000,-3.075000
88.200000,-3.062500
88.300000,-3.050000
88.400000,-3.037500
88.500000,-3.025000
88.600000,-3.012500
88.700000,-3.000000
88.800000,-2.987500
88.900000,-2.975000
89.000000,-2.962500
89.100000,-2.950000
89.200000,-2.937500
89.300000,-2.925000
89.400000,-2.912500
89.500000,-2.900000
89.600000,-2.887500
89.700000,-2.875000
89.800000,-2.862500
89.900000,-2.850000
90.000000,-2.837500
90.100000,-2.825000
90.200000,-2.812500
90.300000,-2.800000
90.400000,-2.787500
90.500000,-2.775000
90.600000,-2.762500
90.700000,-2.750000
90.800000,-2.737500
90.900000,-2.725000
91.000000,-2.712500
91.100000,-2.700000
91.200000,-2.687500
91.300000,-2.675000
91.400000,-2.662500
91.500000,-2.650000
91.600000,-2.637500
91.700000,-2.625000
91.800000,-2.612500
91.900000,-2.600000
92.000000,-2.587500
92.100000,-2.575000
92.200000,-2.562500
92.300000,-2.550000
92.400000,-2.537500
92.500000,-2.525000
92.600000,-2.512500
92.700000,-2.500000
92.800000,-2.487500
92.900000,-2.475000
93.000000,-2.462500
93.100000,-2.450000
93.200000,-2.437500
93.300000,-2.425000
93.400000,-2.412500
93.500000,-2.400000
93.600000,-2.387500
93.700000,-2.375000
93.800000,-2.362500
93.900000,-2.350000
94.000000,-2.337500
94.100000,-2.325000
94.200000,-2.312500
94.300000,-2.300000
94.400000,-2.287500
94.500000,-2.275000
94.600000,-2.262500
94.700000,-2.250000
94.800000,-2.237500
94.900000,-2.225000
95.000000,-2.212500
95.100000,-2.200000
95.200000,-2.187500
95.300000,-2.175000
95.400000,-2.162500
95.500000,-2.150000
95.600000,-2.137500
95.700000,-2.125000
95.800000,-2.112500
95.900000,-2.100000
96.000000,-2.087500
96.100000,-2.075000
96.200000,-2.062500
96.300000,-2.050000
96.400000,-2.037500
96.500000,-2.025000
96.600000,-2.012500
96.700000,-2.000000
96.800000,-1.987500
96.900000,-1.975000
97.000000,-1.962500
97.100000,-1.950000
97.200000,-1.937500
97.300000,-1.925000
97.400000,-1.912500
97.500000,-1.900000
97.600000,-1.887500
97.700000,-1.875000
97.800000,-1.862500
97.900000,-1.850000
98.000000,-1.837500
98.100000,-1.825000
98.200000,-1.812500
98.300000,-1.800000
98.400000,-1.787500
98.500000,-1.775000
98.600000,-1.762500
98.700000,-1.750000
98.800000,-1.737500
98.900000,-1.725000
99.000000,-1.712500
99.100000,-1.700000
99.200000,-1.687500
99.300000,-1.675000
99.400000,-1.662500
99.500000,-1.650000
99.600000,-1.637500
99.700000,-1.625000
99.800000,-1.612500
99.900000,-1.600000
100.000000,-1.587500
100.100000,-1.575000
100.200000,-1.562500
100.300000,-1.550000
100.400000,-1.537500
100.500000,-1.525000
100.600000,-1.512500
100.700000,-1.500000
100.800000,-1.487500
100.900000,-1.475000
101.000000,-1.462500
101.100000,-1.450000
101.200000,-1.437500
101.300000,-1.425000
101.400000,-1.412500
101.500000,-1.400000
101.600000,-1.387500
101.700000,-1.375000
101.800000,-1.362500
101.900000,-1.350000
102.000000,-1.337500
102.100000,-1.325000
102.200000,-1.312500
102.300000,-1.300000
102.400000,-1.287500
102.500000,-1.275000
102.600000,-1.262500
102.700000,-1.250000
102.800000,-1.237500
102.900000,-1.225000
103.000000,-1.212500
103.100000,-1.200000
103.200000,-1.187500
103.300000,-1.175000
103.400000,-1.162500
103.500000,-1.150000
103.600000,-1.137500
103.700000,-1.125000
103.800000,-1.112500
103.900000,-1.100000
104.000000,-1.087500
104.100000,-1.075000
104.200000,-1.062500
104.300000,-1.050000
104.400000,-1.037500
104.500000,-1.025000
104.600000,-1.012500
104.700000,-1.000000
104.800000,-0.987500
104.900000,-0.975000
105.000000,-0.962500
105.100000,-0.950000
105.200000,-0.937500
105.300000,-0.925000
105.400000,-0.912500
105.500000,-0.900000
105.600000,-0.887500
105.700000,-0.875000
105.800000,-0.862500
105.900000,-0.850000
106.000000,-0.837500
106.100000,-0.825000
106.200000,-0.812500
106.300000,-0.800000
106.400000,-0.787500
106.500000,-0.775000
106.600000,-0.762500
106.700000,-0.750000
106.800000,-0.737500
106.900000,-0.725000
107.000000,-0.712500
107.100000,-0.700000
107.200000,-0.687500
107.300000,-0.675000
107.400000,-0.662500
107.500000,-0.650000
107.600000,-0.637500
107.700000,-0.625000
107.800000,-0.612500
107.900000,-0.600000
108.000000,-0.587500
108.100000,-0.575000
108.200000,-0.562500
108.300000,-0.550000
108.400000,-0.537500
108.500000,-0.525000
108.600000,-0.512500
108.700000,-0.500000
108.800000,-0.487500
108.900000,-0.475000
109.000000,-0.462500
109.100000,-0.450000
109.200000,-0.437500
109.300000,-0.425000
109.400000,-0.412500
109.500000,-0.400000
109.600000,-0.387500
109.700000,-0.375000
109.800000,-0.362500
109.900000,-0.350000
110.000000,-0.337500
110.100000,-0.325000
110.200000,-0.312500
110.300000,-0.300000
110.400000,-0.287500
110.500000,-0.275000
110.600000,-0.262500
110.700000,-0.250000
110.800000,-0.237500
110.900000,-0.225000
111.000000,-0.212500
111.100000,-0.200000
111.200000,-0.187500
111.300000,-0.175000
111.400000,-0.162500
111.500000,-0.150000
111.600000,-0.137500
111.700000,-0.125000
111.800000,-0.112500
111.900000,-0.100000
112.000000,-0.087500
112.100000,-0.075000
112.200000,-0.062500
112.300000,-0.050000
112.400000,-0.037500
112.500000,-0.025000
112.600000,-0.012500
112.700000,-0.000000
112.800000,0.012500
112.900000,0.025000
113.000000,0.037500
113.100000,0.050000
113.200000,0.062500
113.300000,0.075000
113.400000,0.087500
113.500000,0.100000
113.600000,0.112500
113.700000,0.125000
113.800000,0.137500
113.900000,0.150000
114.000000,0.162500
114.100000,0.175000
114.200000,0.187500
114.300000,0.200000
114.400000,0.212500
114.500000,0.225000
114.600000,0.237500
114.700000,0.250000
114.800000,0.262500
114.900000,0.275000
115.000000,0.287500
115.100000,0.300000
115.200000,0.312500
115.300000,0.325000
115.400000,0.337500
115.500000,0.350000
115.600000,0.362500
115.700000,0.375000
115.800000,0.387500
115.900000,0.400000
116.000000,0.412500
116.100000,0.425000
116.200000,0.437500
116.300000,0.450000
116.400000,0.462500
116.500000,0.475000
116.600000,0.487500
116.700000,0.500000
116.800000,0.512500
116.900000,0.525000
117.000000,0.537500
117.100000,0.550000
117.200000,0.562500
117.300000,0.575000
117.400000,0.587500
117.500000,0.600000
117.600000,0.612500
117.700000,0.625000
117.800000,0.637500
117.900000,0.650000
118.000000,0.662500
118.100000,0.675000
118.200000,0.687500
118.300000,0.700000
118.400000,0.712500
118.500000,0.725000
118.600000,0.737500
118.700000,0.750000
118.800000,0.762500
118.900000,0.775000
119.000000,0.787500
119.100000,0.800000
119.200000,0.812500
119.300000,0.825000
119.400000,0.837500
119.500000,0.850000
119.600000,0.862500
119.700000,0.875000
119.800000,0.887500
119.900000,0.900000
120.000000,0.912500
120.100000,0.925000
120.200000,0.937500
120.300000,0.950000
120.400000,0.962500
120.500000,0.975000
120.600000,0.987500
120.700000,1.000000
120.800000,1.012500
120.900000,1.025000
121.000000,1.037500
121.100000,1.050000
121.200000,1.062500
121.300000,1.075000
121.400000,1.087500
121.500000,1.100000
121.600000,1.112500
121.700000,1.125000
121.800000,1.137500
121.900000,1.150000
122.000000,1.162500
122.100000,1.175000
122.200000,1.187500
122.300000,1.200000
122.400000,1.212500
122.500000,1.225000
122.600000,1.237500
122.700000,1.250000
122.800000,1.262500
122.900000,1.275000
123.000000,1.287500
123.100000,1.300000
123.200000,1.312500
123.300000,1.325000
123.400000,1.337500
123.500000,1.350000
123.600000,1.362500
123.700000,1.375000
123.800000,1.387500
123.900000,1.400000
124.000000,1.412500
124.100000,1.425000
124.200000,1.437500
124.300000,1.450000
124.400000,1.462500
124.500000,1.475000
124.600000,1.487500
124.700000,1.500000
124.800000,1.512500
124.900000,1.525000
125.000000,1.537500
125.100000,1.550000
125.200000,1.562500
125.300000,1.575000
125.400000,1.587500
125.500000,1.600000
125.600000,1.612500
125.700000,1.625000
125.800000,1.637500
125.900000,1.650000
126.000000,1.662500
126.100000,1.675000
126.200000,1.687500
126.300000,1.700000
126.400000,1.712500
126.500000,1.725000
126.600000,1.737500
126.700000,1.750000
126.800000,1.762500
126.900000,1.775000
127.000000,1.787500
127.100000,1.800000
127.200000,1.812500
127.300000,1.825000
127.400000,1.837500
127.500000,1.850000
127.600000,1.862500
127.700000,1.875000
127.800000,1.887500
127.900000,1.900000
128.000000,1.912500
128.100000,1.925000
128.200000,1.937500
128.300000,1.950000
128.400000,1.962500
128.500000,1.975000
128.600000,1.987500
128.700000,2.000000
128.800000,2.012500
128.900000,2.025000
129.000000,2.037500
129.100000,2.050000
129.200000,2.062500
129.300000,2.075000
129.400000,2.087500
129.500000,2.100000
129.600000,2.112500
129.700000,2.125000
129.800000,2.137500
129.900000,2.150000
130.000000,2.162500
130.100000,2.175000
130.200000,2.187500
130.300000,2.200000
130.400000,2.212500
130.500000,2.225000
130.600000,2.237500
130.700000,2.250000
130.800000,2.262500
130.900000,2.275000
131.000000,2.287500
131.100000,2.300000
131.200000,2.312500
131.300000,2.325000
131.400000,2.337500
131.500000,2.350000
131.600000,2.362500
131.700000,2.375000
131.800000,2.387500
131.900000,2.400000
132.000000,2.412500
132.100000,2.425000
132.200000,2.437500
132.300000,2.450000
